ts,status,bars_dist,int_dist,cycles
2025-10-09T16:34:29,Device Connected,32,0,1
2025-10-09T16:34:38,other,32,32,1
2025-10-09T16:34:40,Device Connected,32,0,2
2025-10-09T16:34:42,other,32,32,2
2025-10-09T16:34:43,Device Connected,32,0,3
2025-10-09T16:34:47,other,32,32,3
2025-10-09T16:34:48,Device Connected,32,0,4
2025-10-09T16:47:03,Device Not Connected,2,34,4
2025-10-09T16:47:05,other,32,32,4
