ts,status,bars_dist,int_dist,cycles
2025-10-08T00:33:43,Device Connected,33,0,0
2025-10-08T00:33:47,Device Not Connected,0,33,0
2025-10-08T00:33:50,other,27,34,0
2025-10-08T00:33:53,Device Not Connected,0,33,0
2025-10-08T00:33:54,Device Connected,31,4,1
2025-10-08T00:35:04,Device Not Connected,0,33,1
