ts,status,bars_dist,int_dist,cycles
2025-10-08T11:35:50,Device Connected,33,2,0
2025-10-08T11:37:08,other,35,32,0
2025-10-08T11:37:10,Device Not Connected,0,33,0
2025-10-08T11:38:47,Device Not Connected,0,33,0
