ts,status,bars_dist,int_dist,cycles
2025-10-09T16:30:13,Device Connected,32,0,1
2025-10-09T16:30:26,other,16,20,1
2025-10-09T16:30:27,Device Not Connected,2,34,1
2025-10-09T16:30:30,other,32,32,1
2025-10-09T16:30:32,Device Not Connected,4,34,1
2025-10-09T16:30:34,other,32,32,1
2025-10-09T16:30:35,Device Connected,32,0,2
2025-10-09T16:30:38,other,32,32,2
2025-10-09T16:30:39,Device Connected,32,0,3
2025-10-09T16:30:40,other,32,32,3
2025-10-09T16:30:41,Device Connected,32,0,4
